location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Ludgeristraße, Münster;2023-03-12 19:00:00 +0100;Sunday;219;8;cloudy;
Ludgeristraße, Münster;2023-03-12 20:00:00 +0100;Sunday;174;8;cloudy;
Ludgeristraße, Münster;2023-03-12 21:00:00 +0100;Sunday;117;8;cloudy;
Ludgeristraße, Münster;2023-03-12 22:00:00 +0100;Sunday;68;9;cloudy;
Ludgeristraße, Münster;2023-03-12 23:00:00 +0100;Sunday;18;9;cloudy;
Ludgeristraße, Münster;2023-03-13 00:00:00 +0100;Monday;13;8;cloudy;
Ludgeristraße, Münster;2023-03-13 01:00:00 +0100;Monday;4;9;cloudy;
Ludgeristraße, Münster;2023-03-13 02:00:00 +0100;Monday;6;9;rain;
Ludgeristraße, Münster;2023-03-13 03:00:00 +0100;Monday;7;9;rain;
Ludgeristraße, Münster;2023-03-13 04:00:00 +0100;Monday;11;9;rain;
Ludgeristraße, Münster;2023-03-13 05:00:00 +0100;Monday;20;10;rain;
Ludgeristraße, Münster;2023-03-13 06:00:00 +0100;Monday;62;10;rain;
Ludgeristraße, Münster;2023-03-13 07:00:00 +0100;Monday;234;11;rain;
Ludgeristraße, Münster;2023-03-13 08:00:00 +0100;Monday;355;12;rain;
Ludgeristraße, Münster;2023-03-13 09:00:00 +0100;Monday;590;12;rain;
Ludgeristraße, Münster;2023-03-13 10:00:00 +0100;Monday;1207;12;rain;
Ludgeristraße, Münster;2023-03-13 11:00:00 +0100;Monday;1706;13;wind;
Ludgeristraße, Münster;2023-03-13 12:00:00 +0100;Monday;2189;14;wind;
Ludgeristraße, Münster;2023-03-13 13:00:00 +0100;Monday;2222;15;wind;
