location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Ludgeristraße, Münster;2019-01-10 06:00:00 +0100;Thursday;110;0;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 07:00:00 +0100;Thursday;297;-1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 08:00:00 +0100;Thursday;382;-1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 09:00:00 +0100;Thursday;657;-1;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-10 10:00:00 +0100;Thursday;1223;0;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-10 11:00:00 +0100;Thursday;1801;0;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-10 12:00:00 +0100;Thursday;2484;1;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-10 13:00:00 +0100;Thursday;2721;1;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-10 14:00:00 +0100;Thursday;2374;2;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-10 15:00:00 +0100;Thursday;2337;2;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-10 16:00:00 +0100;Thursday;2398;2;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-10 17:00:00 +0100;Thursday;2432;1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 18:00:00 +0100;Thursday;1624;1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 19:00:00 +0100;Thursday;900;1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 20:00:00 +0100;Thursday;276;1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 21:00:00 +0100;Thursday;130;1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 22:00:00 +0100;Thursday;94;1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-10 23:00:00 +0100;Thursday;72;1;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-11 00:00:00 +0100;Friday;15;1;fog;
Ludgeristraße, Münster;2019-01-11 01:00:00 +0100;Friday;20;1;fog;
Ludgeristraße, Münster;2019-01-11 02:00:00 +0100;Friday;17;1;fog;
Ludgeristraße, Münster;2019-01-11 03:00:00 +0100;Friday;1;1;fog;
Ludgeristraße, Münster;2019-01-11 04:00:00 +0100;Friday;8;1;fog;
Ludgeristraße, Münster;2019-01-11 05:00:00 +0100;Friday;34;2;fog;
Ludgeristraße, Münster;2019-01-11 06:00:00 +0100;Friday;85;2;fog;
Ludgeristraße, Münster;2019-01-11 07:00:00 +0100;Friday;284;2;fog;
Ludgeristraße, Münster;2019-01-11 08:00:00 +0100;Friday;348;2;fog;
